context_id,case_number,vignette_id,prompt_type,regime,c_fp,c_fn,p_star,gold_standard,classification,needs_er_gold
E1,1,E1,1,belief,,,,C/D,Edge case,1
E1,1,E1,1,decision_baseline,,,,C/D,Edge case,1
E1,1,E1,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E1,1,E1,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E1,1,E1,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E1,1,E1,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E1,1,E1,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F1,1,F1,2,belief,,,,C/D,Edge case,1
F1,1,F1,2,decision_baseline,,,,C/D,Edge case,1
F1,1,F1,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F1,1,F1,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F1,1,F1,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F1,1,F1,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F1,1,F1,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E2,2,E2,1,belief,,,,B/C,Edge case,0
E2,2,E2,1,decision_baseline,,,,B/C,Edge case,0
E2,2,E2,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B/C,Edge case,0
E2,2,E2,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B/C,Edge case,0
E2,2,E2,1,decision_u_fp1_fn1,1,1,0.5,B/C,Edge case,0
E2,2,E2,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B/C,Edge case,0
E2,2,E2,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B/C,Edge case,0
F2,2,F2,2,belief,,,,B/C,Edge case,0
F2,2,F2,2,decision_baseline,,,,B/C,Edge case,0
F2,2,F2,2,decision_u_fp10_fn1,10,1,0.9090909090909091,B/C,Edge case,0
F2,2,F2,2,decision_u_fp5_fn1,5,1,0.8333333333333334,B/C,Edge case,0
F2,2,F2,2,decision_u_fp1_fn1,1,1,0.5,B/C,Edge case,0
F2,2,F2,2,decision_u_fp1_fn5,1,5,0.16666666666666666,B/C,Edge case,0
F2,2,F2,2,decision_u_fp1_fn10,1,10,0.09090909090909091,B/C,Edge case,0
E3,3,E3,1,belief,,,,C,Clear case,0
E3,3,E3,1,decision_baseline,,,,C,Clear case,0
E3,3,E3,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
E3,3,E3,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
E3,3,E3,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
E3,3,E3,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
E3,3,E3,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
F3,3,F3,2,belief,,,,C,Clear case,0
F3,3,F3,2,decision_baseline,,,,C,Clear case,0
F3,3,F3,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
F3,3,F3,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
F3,3,F3,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
F3,3,F3,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
F3,3,F3,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
E4,4,E4,1,belief,,,,C,Clear case,0
E4,4,E4,1,decision_baseline,,,,C,Clear case,0
E4,4,E4,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
E4,4,E4,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
E4,4,E4,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
E4,4,E4,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
E4,4,E4,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
F4,4,F4,2,belief,,,,C,Clear case,0
F4,4,F4,2,decision_baseline,,,,C,Clear case,0
F4,4,F4,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
F4,4,F4,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
F4,4,F4,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
F4,4,F4,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
F4,4,F4,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
E5,5,E5,1,belief,,,,A,Clear case,0
E5,5,E5,1,decision_baseline,,,,A,Clear case,0
E5,5,E5,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
E5,5,E5,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
E5,5,E5,1,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
E5,5,E5,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
E5,5,E5,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
F5,5,F5,2,belief,,,,A,Clear case,0
F5,5,F5,2,decision_baseline,,,,A,Clear case,0
F5,5,F5,2,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
F5,5,F5,2,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
F5,5,F5,2,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
F5,5,F5,2,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
F5,5,F5,2,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
E6,6,E6,1,belief,,,,B/C,Edge case,0
E6,6,E6,1,decision_baseline,,,,B/C,Edge case,0
E6,6,E6,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B/C,Edge case,0
E6,6,E6,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B/C,Edge case,0
E6,6,E6,1,decision_u_fp1_fn1,1,1,0.5,B/C,Edge case,0
E6,6,E6,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B/C,Edge case,0
E6,6,E6,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B/C,Edge case,0
F6,6,F6,2,belief,,,,B/C,Edge case,0
F6,6,F6,2,decision_baseline,,,,B/C,Edge case,0
F6,6,F6,2,decision_u_fp10_fn1,10,1,0.9090909090909091,B/C,Edge case,0
F6,6,F6,2,decision_u_fp5_fn1,5,1,0.8333333333333334,B/C,Edge case,0
F6,6,F6,2,decision_u_fp1_fn1,1,1,0.5,B/C,Edge case,0
F6,6,F6,2,decision_u_fp1_fn5,1,5,0.16666666666666666,B/C,Edge case,0
F6,6,F6,2,decision_u_fp1_fn10,1,10,0.09090909090909091,B/C,Edge case,0
E7,7,E7,1,belief,,,,C/D,Edge case,1
E7,7,E7,1,decision_baseline,,,,C/D,Edge case,1
E7,7,E7,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E7,7,E7,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E7,7,E7,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E7,7,E7,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E7,7,E7,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F7,7,F7,2,belief,,,,C/D,Edge case,1
F7,7,F7,2,decision_baseline,,,,C/D,Edge case,1
F7,7,F7,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F7,7,F7,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F7,7,F7,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F7,7,F7,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F7,7,F7,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E8,8,E8,1,belief,,,,A,Clear case,0
E8,8,E8,1,decision_baseline,,,,A,Clear case,0
E8,8,E8,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
E8,8,E8,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
E8,8,E8,1,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
E8,8,E8,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
E8,8,E8,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
F8,8,F8,2,belief,,,,A,Clear case,0
F8,8,F8,2,decision_baseline,,,,A,Clear case,0
F8,8,F8,2,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
F8,8,F8,2,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
F8,8,F8,2,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
F8,8,F8,2,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
F8,8,F8,2,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
E9,9,E9,1,belief,,,,D,Clear case,1
E9,9,E9,1,decision_baseline,,,,D,Clear case,1
E9,9,E9,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E9,9,E9,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E9,9,E9,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E9,9,E9,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E9,9,E9,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F9,9,F9,2,belief,,,,D,Clear case,1
F9,9,F9,2,decision_baseline,,,,D,Clear case,1
F9,9,F9,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F9,9,F9,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F9,9,F9,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F9,9,F9,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F9,9,F9,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
E10,10,E10,1,belief,,,,C/D,Edge case,1
E10,10,E10,1,decision_baseline,,,,C/D,Edge case,1
E10,10,E10,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E10,10,E10,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E10,10,E10,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E10,10,E10,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E10,10,E10,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F10,10,F10,2,belief,,,,C/D,Edge case,1
F10,10,F10,2,decision_baseline,,,,C/D,Edge case,1
F10,10,F10,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F10,10,F10,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F10,10,F10,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F10,10,F10,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F10,10,F10,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E11,11,E11,1,belief,,,,C/D,Edge case,1
E11,11,E11,1,decision_baseline,,,,C/D,Edge case,1
E11,11,E11,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E11,11,E11,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E11,11,E11,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E11,11,E11,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E11,11,E11,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F11,11,F11,2,belief,,,,C/D,Edge case,1
F11,11,F11,2,decision_baseline,,,,C/D,Edge case,1
F11,11,F11,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F11,11,F11,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F11,11,F11,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F11,11,F11,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F11,11,F11,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E12,12,E12,1,belief,,,,C/D,Edge case,1
E12,12,E12,1,decision_baseline,,,,C/D,Edge case,1
E12,12,E12,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E12,12,E12,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E12,12,E12,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E12,12,E12,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E12,12,E12,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F12,12,F12,2,belief,,,,C/D,Edge case,1
F12,12,F12,2,decision_baseline,,,,C/D,Edge case,1
F12,12,F12,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F12,12,F12,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F12,12,F12,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F12,12,F12,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F12,12,F12,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E13,13,E13,1,belief,,,,D,Clear case,1
E13,13,E13,1,decision_baseline,,,,D,Clear case,1
E13,13,E13,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E13,13,E13,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E13,13,E13,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E13,13,E13,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E13,13,E13,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F13,13,F13,2,belief,,,,D,Clear case,1
F13,13,F13,2,decision_baseline,,,,D,Clear case,1
F13,13,F13,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F13,13,F13,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F13,13,F13,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F13,13,F13,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F13,13,F13,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
E14,14,E14,1,belief,,,,C/D,Edge case,1
E14,14,E14,1,decision_baseline,,,,C/D,Edge case,1
E14,14,E14,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E14,14,E14,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E14,14,E14,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E14,14,E14,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E14,14,E14,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F14,14,F14,2,belief,,,,C/D,Edge case,1
F14,14,F14,2,decision_baseline,,,,C/D,Edge case,1
F14,14,F14,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F14,14,F14,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F14,14,F14,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F14,14,F14,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F14,14,F14,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E15,15,E15,1,belief,,,,C/D,Edge case,1
E15,15,E15,1,decision_baseline,,,,C/D,Edge case,1
E15,15,E15,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E15,15,E15,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E15,15,E15,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E15,15,E15,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E15,15,E15,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F15,15,F15,2,belief,,,,C/D,Edge case,1
F15,15,F15,2,decision_baseline,,,,C/D,Edge case,1
F15,15,F15,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F15,15,F15,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F15,15,F15,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F15,15,F15,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F15,15,F15,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E16,16,E16,1,belief,,,,C/D,Edge case,1
E16,16,E16,1,decision_baseline,,,,C/D,Edge case,1
E16,16,E16,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E16,16,E16,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E16,16,E16,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E16,16,E16,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E16,16,E16,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F16,16,F16,2,belief,,,,C/D,Edge case,1
F16,16,F16,2,decision_baseline,,,,C/D,Edge case,1
F16,16,F16,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F16,16,F16,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F16,16,F16,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F16,16,F16,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F16,16,F16,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E17,17,E17,1,belief,,,,A,Clear case,0
E17,17,E17,1,decision_baseline,,,,A,Clear case,0
E17,17,E17,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
E17,17,E17,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
E17,17,E17,1,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
E17,17,E17,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
E17,17,E17,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
F17,17,F17,2,belief,,,,A,Clear case,0
F17,17,F17,2,decision_baseline,,,,A,Clear case,0
F17,17,F17,2,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
F17,17,F17,2,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
F17,17,F17,2,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
F17,17,F17,2,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
F17,17,F17,2,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
E18,18,E18,1,belief,,,,B,Clear case,0
E18,18,E18,1,decision_baseline,,,,B,Clear case,0
E18,18,E18,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0
E18,18,E18,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0
E18,18,E18,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0
E18,18,E18,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0
E18,18,E18,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0
F18,18,F18,2,belief,,,,B,Clear case,0
F18,18,F18,2,decision_baseline,,,,B,Clear case,0
F18,18,F18,2,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0
F18,18,F18,2,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0
F18,18,F18,2,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0
F18,18,F18,2,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0
F18,18,F18,2,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0
E19,19,E19,1,belief,,,,B,Clear case,0
E19,19,E19,1,decision_baseline,,,,B,Clear case,0
E19,19,E19,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0
E19,19,E19,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0
E19,19,E19,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0
E19,19,E19,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0
E19,19,E19,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0
F19,19,F19,2,belief,,,,B,Clear case,0
F19,19,F19,2,decision_baseline,,,,B,Clear case,0
F19,19,F19,2,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0
F19,19,F19,2,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0
F19,19,F19,2,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0
F19,19,F19,2,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0
F19,19,F19,2,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0
E20,20,E20,1,belief,,,,A,Clear case,0
E20,20,E20,1,decision_baseline,,,,A,Clear case,0
E20,20,E20,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0
E20,20,E20,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0
E20,20,E20,1,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0
E20,20,E20,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0
E20,20,E20,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0
F20,20,F20,2,belief,,,,A,Clear case,0
F20,20,F20,2,decision_baseline,,,,A,Clear case,0
